Name,Station or Publication,Date Used,Year,Month,Location,Program?,Program Content,Source,RTC,Graphic Used,Logged By,RT,TW,FB,Other Social Media,Online Article,How was it found first?,MW,On Air,Time of Airing,On Air,Time of Airings,How was TV Found?,IQ Graphic Notes,Audience Size,Publicity Value,Connects to Climate Change on Air?,Total CC Hits,Total CM Hits,Total CMN Hits,Spanish?,Download?,Comments,Link to online content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Martucci,The Press of Atlantic City,9/7/20,2020,September,NJ,CM,,CC,,,Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,0,0,,,interview with sean - hurricanes,https://twitter.com/ACPressMartucci/status/1303093945409380353,https://www.facebook.com/JoeMartWx/photos/a.177387662827860/756431584923462/,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Martucci,The Press of Atlantic City,9/8/20,2020,September,NJ,CM,2020OHW,CM,,,Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/ACPressMartucci/status/1303529067124346880,https://www.facebook.com/JoeMartWx/photos/a.177387662827860/757288904837730/,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Martucci,The Press of Atlantic City,9/12/20,2020,September,NJ,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/ACPressMartucci/status/1304856561261719552,https://www.facebook.com/JoeMartWx/photos/a.177387662827860/760167651216522,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Martucci,The Press of Atlantic City,9/21/20,2020,September,NJ,CM,Risk Finder,SLR,,,Lisa,0,0,0,0,1,Google Alert,,0,,0,,,,,,,0,0,0,,,,https://pressofatlanticcity.com/news/local/coastal-flood-alert-in-effect-friday-saturday-see-where-will-flood/collection_8e1b8191-b480-59d4-9a65-76d4ca881f2a.html#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Martucci,The Press of Atlantic City,9/23/20,2020,September,NJ,CM,,CC,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,0,0,,,interview with sean - hurricanes,https://twitter.com/ACPressMartucci/status/1308949282641399810,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Martucci,The Press of Atlantic City,9/26/20,2020,September,NJ,CM,Risk Finder,SLR,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,0,0,0,,,,https://twitter.com/ACPressMartucci/status/1309897025245327364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Lauria,WDAF/FOX,9/2/20,2020,September,MO,CM,2020DaysAbove,CM,,2020DaysAbove,Lisa,0,0,0,0,0,,,0,,1,10:19 PM,IQ,Found,21249,623,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Lauria,WDAF/FOX,9/2/20,2020,September,MO,CM,2020FallPackage,CM,,2020FallPackage_DaysAbove,Lisa,0,0,0,0,0,,,0,,3,"9:23pm, 10:21pm, 10:51pm",Broad search,Lost,93413,1671,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Marino,WTVO/WQRF,9/21/20,2020,September,,,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1308126616342671360/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lindsey,San Luis Obispo Tribune,9/5/20,2020,September,CA,CMN,,CC,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/PGE_John/status/1302403096811720705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lindsey,San Luis Obispo Tribune,9/6/20,2020,September,CA,CMN,,CC,,,Kristie,0,2,0,0,0,TweetDeck,,0,,0,,,,,,,2,0,0,,,,https://twitter.com/PGE_John/status/1302707136338604032,https://twitter.com/PGE_John/status/1302756534896664577,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lindsey,San Luis Obispo Tribune,9/7/20,2020,September,CA,CMN,,CC,,,Kristie,0,3,0,0,0,TweetDeck,,0,,0,,,,,,,3,0,0,,,,https://twitter.com/PGE_John/status/1303080709226078208,https://twitter.com/PGE_John/status/1303098498879873024,https://twitter.com/PGE_John/status/1303129146667671554,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lindsey,San Luis Obispo Tribune,9/13/20,2020,September,CA,CMN,,CC,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/PGE_John/status/1305191808129884160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lindsey,San Luis Obispo Tribune,9/30/20,2020,September,CA,CMN,,CC,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/PGE_John/status/1311389083420094464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Morales,WTVJ/NBC,9/8/20,2020,September,FL,CM,2020SummerPackage,CM,,"2020SummerPackage_AvgT, 2020SummerPackage_MinT",Lisa,0,0,0,0,0,,,0,,1,5:54 PM,IQ,Found,110810,3009,Y,1,1,0,,Done,At the end of the story they advertised an upcoming show: 'Climate change melting underserved communities' for Friday at 2pm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Morales,WTVJ/NBC,9/16/20,2020,September,FL,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1306218399882772482/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Morales,WTVJ/NBC,9/18/20,2020,September,FL,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1307054073481494529/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Morales,WTVJ/NBC,9/22/20,2020,September,FL,CM,2020ArcticMin,CM,,2020ArcticMin,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/JohnMoralesNBC6/status/1308401161133797377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Morales,WTVJ/NBC,9/22/20,2020,September,FL,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,Mason4C and Yale Climate Comm. meterologist/climate change survey,https://twitter.com/ClimateCentral/status/1308466340227944451/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Morales,WTVJ/NBC,9/23/20,2020,September,FL,CM,2020HurricanesII,CM,,"2020Hurricanes_OceanT, 2020Hurricanes_Global",Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/JohnMoralesNBC6/status/1308773476778602500,https://www.facebook.com/johnmoralesnbc6/posts/1262293347451197?__cft__[0]=AZWgXoMcIJF7GOC3oQDhosfhN2vTN92G5v716FpzKmfyIBBZ00N9oZ1V5-7zosgw11bxkHH0hnXheE4Swo50mOCOHWXHR9MUvyrYvt7oXc9tfVUebRzuExN1jarY5zqt8PIhCXtLKyrdFl-QtwC9nF8FAS6rUve3pJHCEvG5vtUtzoxXQGazjK_5J17aeTA99vw&__tn__=%2CO%2CP-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Patrick WZVN,WZVN/ABC,9/24/20,2020,September,FL,CM,"2020HurricanesII, 2020Hurricanes",CM,,"2020Hurricanes_OceanT, 2017Hurricanes_Info",Lisa,0,0,0,0,0,,,0,,1,11:17 PM,IQ,Lost,20536,429,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Purvis,KFOX/FOX,9/24/20,2020,September,TX,,2019Warming,CM,,,Lisa,0,0,0,0,1,Google Alert,MW,0,,1,6:32 AM,IQ,Zero,2106,18,,2,2,0,,,"Just ask John: How is global warming affecting temperatures""",https://kfoxtv.com/community/just-ask-john/how-is-global-warming-impacting-the-borderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Evans,KXXV/ABC,9/10/20,2020,September,TX,CM,2020WesternWildfires,CM,,"2020Wildfire, 2020Wildfire_TotalAcresBurned",Kristie,0,1,1,0,0,TweetDeck,,0,,2,"5:24am, 6:39am",IQ,Lost,19368,242,Y,4,4,0,,Done,,https://twitter.com/jordanevanswx/status/1304034095803047936,https://www.facebook.com/jordanevanswx/posts/989866104809237,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KXXV/ABC,9/10/20,2020,September,TX,CM,2020WesternWildfires,CM,,"2020Wildfire, 2020Wildfire_TotalAcresBurned",Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/jordanevanswx/status/1304034095803047936/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Evans,KXXV/ABC,9/24/20,2020,September,TX,CM,2020HurricanesII,CM,,"2020Hurricanes_OceanT, 2020Hurricanes_US","Lisa, Kelly",0,1,1,1,0,Tag,,0,,2,"5:23am, 6:38am",IQ,Found,19258,193,,5,5,0,,,,https://twitter.com/jordanevanswx/status/1309103768680755203,https://www.facebook.com/jordanevanswx/posts/1001121530350361?__cft__[0]=AZVYb1ExYWJUpCPbpp1RR0t2D2uczRO26CA2j0xd-h7DBTskUZEsyTmsqgYyTIhmBqIc1CUGhaYzwa7sEtsHvnwM2rOuMCwOGDTDAJv45WAKwgYvi8HNVP0ixiWmcXWUUvjSJqy-YorfiPN2riCkKtgjT1HS-_enPPMYRKN6ZCeO2D0bZmAgqt_UOZkj904FejnsD_GEuhT9LAIxIZQK3vMy&__tn__=%2CO%2CP-R,https://www.instagram.com/p/CFkToH6hFTU/?hl=en,,,,,,,,,,,,,,,,,,,,,,,,,,
,KXXV/ABC,9/24/20,2020,September,TX,,2020HurricanesII,CM,,"2020Hurricanes_OceanT, 2020Hurricanes_US",Lisa,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/jordanevanswx/status/1309103768680755203/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Steele,The Weather Channel,9/10/20,2020,September,GA,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/JordanSteele/status/1304059300923367424,https://www.facebook.com/TVsJordanSteele/posts/3310224325698125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Torres,KNXV/ABC,9/7/20,2020,September,AZ,CM,"2020JulyAugSeptTrend, 2020FallPackage",CM,,"2020JulyAugSeptTrend_SEPT, 2020FallPackage_Map",Lisa,0,0,0,0,0,,,0,,1,6:06 PM,IQ,Found,116141,5959,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Cozart,KVAL/KMTR/NBC,9/11/20,2020,September,OR,,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/KerrinJeromin/status/1304483992708685824/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Marthers,WCBD/NBC,9/3/20,2020,September,SC,CM,2019HeatIndex,CM,,2019HeatIndex_ExtremeCaution,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/joshmarthers/status/1301534486572732416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WCBD/NBC,9/3/20,2020,September,SC,CM,2019HeatIndex,CM,,2019HeatIndex_ExtremeCaution,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/joshmarthers/status/1301534486572732416/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Low,Yale Climate Connections,9/9/20,2020,September,DC,CMN,2020WesternWildfires,CMN,,2020Wildfire_TotalAcresBurned,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,1,,,,https://twitter.com/joshuaklow/status/1303708886524997633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Low,Yale Climate Connections,9/16/20,2020,September,DC,CMN,2019TreesUpdate,CMN,,2019TreesUpdate,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,1,,,,https://twitter.com/joshuaklow/status/1306412876207448065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Low,Yale Climate Connections,9/16/20,2020,September,DC,CMN,2020Records,CMN,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,1,,,,https://twitter.com/joshuaklow/status/1306271751769382921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Musto,Fox News,9/2/20,2020,September,National,,2019Warming,CM,,,Lisa,0,0,0,0,2,Google Alert,MW,0,,0,,,,,,,2,2,0,,,,https://www.foxnews.com/us/phoenix-hottest-summer-on-record-arizona,https://www.kslm.news/2020/09/02/melting-weather-records-in-august-phoenix-sees-hottest-summer-on-record/,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Ballard,WREX/NBC,9/21/20,2020,September,IL,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1308126616342671360/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Hall,KNTV/NBC,9/22/20,2020,September,CA,,2020WesternWildfires,CM,,2020Wildfire,Lisa,0,0,0,0,0,,,0,,4,"5:19am, 6:20am, 6:51am, 11:21am",IQ,Found,187548,5412,Y,4,4,0,,Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karsten Schwanke,ARD,9/23/20,2020,September,,,2020HurricanesII,CM,,2020Hurricanes_US,Kristie,1,0,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1308805354227195904/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kat Campbell,WRAZ/FOX,9/23/20,2020,September,NC,CM,2020HurricanesII,CM,,2020Hurricanes_US,Lisa,0,0,0,0,0,,,0,,1,4:47 PM,IQ,Found,20099,151,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kat Campbell,WRAL/NBC,9/23/20,2020,September,NC,CM,2020HurricanesII,CM,,2020Hurricanes_US,Lisa,0,0,0,0,1,On air,,0,,1,4:47 PM,IQ,Found,38972,293,,2,2,0,,,,https://www.wral.com/warming-atlantic-gives-hurricanes-more-energy/19301316/?version=amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kat Campbell,WRAL/NBC,9/30/20,2020,September,NC,CM,2020FallPackage,CM,,2020FallPackage_AvgT,Lisa,0,0,0,0,0,,,0,,1,4:49 PM,Broad search,Lost,35573,361,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kat Campbell,WRAZ/FOX,9/30/20,2020,September,NC,CM,2020FallPackage,CM,,2020FallPackage_AvgT,Lisa,0,0,0,0,0,,,0,,1,4:49 PM,Broad search,Lost,18377,135,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathryn Prociv,NBC/NBC,9/11/20,2020,September,NY,CM,2020WesternWildfires,CM,,2020Wildfire,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1304469284983275524/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathryn Prociv,NBC/NBC,9/18/20,2020,September,NY,CM,2020Records,CM,,2020Records,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/EricaGrowNYC/status/1306938901119012866/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathryn Prociv,NBC/NBC,9/22/20,2020,September,NY,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,Mason4C and Yale Climate Comm. meterologist/climate change survey,https://twitter.com/SeanSublette/status/1308456964310159361/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Gibson,WCBI/CBS,9/21/20,2020,September,MS,CM,"2020ArcticMin, 2019IPCCOcean",CM,,"2020ArcticMin, 2015SeaIce_HeatSpiral",Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/WeatherManKG/status/1308224496223035397,https://www.facebook.com/WeatherManKG/posts/10158514833662980?__cft__[0]=AZXUMz3gHLsFbNEkyVOFGbepzFjdH-3UD8N_-mtxuri3WkHg48aOjzSJKvkPd2g3mwlySDeMW8nC3gjXdQSz5yZI5W8jgVTfMpQO7xJwwPYd7EkQlfq3I1eSIr_jM1DjdoxRZe0T-W_EHyRDoJc87vIXRuKC43xH5335fg7JwmTMVkGPM_xpScVwsIPpZn3HrU8&__tn__=%2CO%2CP-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WCBI/CBS,9/21/20,2020,September,MS,CM,"2020ArcticMin, 2019IPCCOcean",CM,,"2020ArcticMin, 2015SeaIce_HeatSpiral",Kristie,1,0,1,0,0,Repost,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/WeatherManKG/status/1308224496223035397/retweets,https://www.facebook.com/wcbiweather/posts/3375732492487961?__cft__[0]=AZXUMz3gHLsFbNEkyVOFGbepzFjdH-3UD8N_-mtxuri3WkHg48aOjzSJKvkPd2g3mwlySDeMW8nC3gjXdQSz5yZI5W8jgVTfMpQO7xJwwPYd7EkQlfq3I1eSIr_jM1DjdoxRZe0T-W_EHyRDoJc87vIXRuKC43xH5335fg7JwmTMVkGPM_xpScVwsIPpZn3HrU8&__tn__=%2CO%2CP-R]-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Gibson,WCBI/CBS,9/28/20,2020,September,MS,CM,"2020OHW, 2020HurricanesII, 2020Hurricanes, 2017WorldOceansDay",CM,,"2020OHW_Temp, 2020OHW_Info, 2017WorldOceansDay_TempMap, 2020Hurricanes_OceanT, 2020Hurricanes_US, 2017Hurricanes_Info","Kristie, Kelly",0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,Our Changing Planet,https://twitter.com/WeatherManKG/status/1310591331455176705,https://www.facebook.com/WeatherManKG/posts/10158529669902980?__xts__%5B0%5D=68.ARAkqj1cqdK1JFQiyoizP1fpxBR4Nh46ywn8-8xbf1hYzkKTfnsnShzgA3EQ6TQDaXhRBjPdPdvNM7LF78GHXauZqTE9AoRWl_aWXHQqosTz0uHOaxczI0MlokGyHiLkF33y8hX2GVCmjqgtYEEMqwFpy_eBDwsHHWPLzS6h8T-RBz8pRayp96i2oXi8Yx0VSNL0XAzLY46BewU1jnQ6BB_MbpC7ZzuFoyW2i7EKvhoGiM64DApw4-1ZJt1kztYXVzxh2KI0genroPrHVfQKQ8s7Um3eLgWnturmLfeStBqjbZizGCRNIaeZI-_GJjmXBrBABD0mETQZmPmjXrggmcXa6i2Gz3ZA_K2sSgslRPuSr1TTr08frnCZAOYUMDw4UBPIATnM8iNycNsVNSpEJTVewUv33j4y_W672Wcw9q3RdIbsUQ6k0fe-VYPHdIvHm8RyEgd_7D0NkvQdZYQqa_8FopLhHVl0zJgYyuEb180U-HkfTDUorY50UdM&__tn__=-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Reardon,WWLP/NBC,9/2/20,2020,September,MA,CM,2020FallPackage,CM,,"2020FallPackage_AvgT, 2020FallPackage_Map",Kristie,0,1,1,0,2,TweetDeck,,0,,1,6:14 PM,IQ,Market,19505,315,,5,5,0,,,,https://twitter.com/KellyRWeather/status/1302011054700986369,https://www.facebook.com/kellyrweather/posts/2736832733266449,https://www.wwlp.com/weather/weather-news/warmer-autumn-in-springfield-mean-more-ticks-mosquitoes-allergies/?fbclid=IwAR0nKSEdQhRAIugvcXIUdmcNjkQR2ndYhcsvTTpAx_iSL1DQt_v2NT0ivtg,https://www.newsbreak.com/massachusetts/springfield/news/2053035330649/warmer-autumn-in-springfield-mean-more-ticks-mosquitoes-allergies,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Reardon,WWLP/NBC,9/8/20,2020,September,MA,CM,2016FallFoliage,CM,,,Lisa,0,0,0,0,0,,,0,,1,5:07 PM,IQ,Zero,11745,237,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Reardon,WWLP/NBC,9/14/20,2020,September,MA,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,"Lisa, Kelly",0,1,1,0,1,Tag,,0,,1,5:17 PM,IQ,Found,12934,209,Y,4,4,0,,,,https://www.wwlp.com/weather/weather-news/the-climate-change-connection-to-californias-wildfires/,https://twitter.com/KellyRWeather/status/1305607375521546245,https://www.facebook.com/kellyrweather/posts/2747659215517134?__cft__[0]=AZWifQ0F5AR1i1yIyV0xxfe3R8yecmZX1J2HlR7BiK5oRff-XezlDxV_jA5exS5TK7lENh4RqlHXryChaZbStvkTBM6usE4qjMPQImxwV4GR_W_IJ_Kxj7xx3s1xVJ_bsb9v_BNcK4Pl2YJ0beiIKgSKon9BIB9AYtxDsuErqSrKiap4bqhIlwVT4jOZmIuOuhI&__tn__=%2CO%2CP-R,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Reardon,WWLP/NBC,9/28/20,2020,September,MA,CM,2019WinterTrends,CM,,2019WinterTrends_Graph,Lisa,0,0,0,0,0,,,0,,1,5:08 PM,IQ,Found,11999,194,Y,1,1,0,,,Explaining La Niña forecast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerrin Jeromin,WeatherNation,9/11/20,2020,September,CO,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,"Kelly, Kristie",0,1,1,0,0,Tag,,0,,0,,,,,,,2,2,0,,,,https://www.facebook.com/MeteorologistKerrinJeromin/photos/a.248943765168036/3492675724128141/?type=3&av=57984115023&eav=AfYzZLEM0D11KIw9gRSC6quQ8TKiUwYfKt2c2SD-17i69QLyuY52t4qQoferUXp8RYg&__xts__%5B0%5D=68.ARCQVDhp06ue7bQEgWVt-Fvdvgekpc9ml1OQcxDbu2hh2W2flmtyRzbfqVq033OUm30mC1OHCfzPkaN5gDk0LYoLv4yGkKCNjuOAAf0NnasftQwEg-9gSnrkK11MqMr0-t9jxPI-PurbMHqL2O7lIii5gAHljPGzgDoqwZKL8rnG42oyvS7iMq9VY5gMdIDbqVWdqIZ_ai3Y8k1FONfZGxqlyvkZnEFP7rEpYrTyRmfpA3QoN-9JRpm2I1j9henyIDhqrg7Tax_-r8j23NfSapcA0k2aCsXrGnOK2YEQrXWzu7AuIysNXirFTjaKuGh1RfLx&__tn__=-R,https://twitter.com/KerrinJeromin/status/1304483992708685824,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerrin Jeromin,WeatherNation,9/11/20,2020,September,CO,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/KerrinJeromin/status/1304411310625402882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerrin Jeromin,WeatherNation,9/18/20,2020,September,CO,CM,2020Records,CM,,"2020Records, 2020Records_Map.gif",Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/KerrinJeromin/status/1306986773067653127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerrin Jeromin,WeatherNation,9/21/20,2020,September,CO,CM,2020ArcticMin,CM,,2020ArcticMin,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1308154565800361985/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Lemanowicz,WFXT/FOX,9/16/20,2020,September,MA,CM,2020Records,CM,,2020Records_Map.gif,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1306274828580794369/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Lemanowicz,WFXT/FOX,9/23/20,2020,September,MA,CM,2020HurricanesII,CM,,2020Hurricanes_US,Kristie,1,0,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1308805354227195904/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Lemanowicz,WFXT/FOX,9/23/20,2020,September,MA,CM,2019GrowingSeason,CM,,2019GrowingSeason,Lisa,0,0,0,0,0,,,0,,2,11:20pm on 23rd; 1:24am on 24th,Broad search,Lost,82268,2497,Y,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristen Currie,KXAN/NBC,9/27/20,2020,September,TX,CM,"2020ArcticMin, 2019IPCCOcean",CM,,"2020ArcticMin, 2015SeaIce_HeatSpiral","Lisa, Kristie",0,1,1,0,1,Broad search,,0,,0,,,,,,,3,3,0,,,,https://www.kxan.com/weather/weather-blog/artic-sea-ice-extent-drops-to-2nd-lowest-minimum-on-record/,https://twitter.com/KristenCurrieTV/status/1310383304990957569,https://www.facebook.com/KristenCurrieTV/posts/1843910639095636,,,,,,,,,,,,,,,,,,,,,,,,,,
,KXAN/NBC,9/27/20,2020,September,TX,CM,2020ArcticMin,CM,,,Kristie,1,0,0,0,0,Broad search,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/KristenCurrieTV/status/1310383304990957569/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristin Clark,KOMO/ABC,9/3/20,2020,September,WA,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1301530876979838977/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura Hartman,WZZM/ABC,9/17/20,2020,September,MI,CM,2020Hurricanes,CM,,"2017Hurricanes_Info, 2017Hurricanes_Graph",Lisa,0,1,1,0,0,On air,,0,,2,"5:13am, 6:16am",IQ,Lost,24277,182,Y,4,4,0,,,,https://www.facebook.com/laurahartmanmeteorologist/posts/1469371889921751?__cft__[0]=AZUhzYj6grRpV439kMvC4sYXnI3BGufgynUYsJaFGqHJoaA3Tld114DoeRcfbtzfdS8yuyUCtov8aFj03CKULlt8nLy8I4Vh18v9_E1PQU8RipJhI7Z_Fc6AGTd0e13EHxhry1MtvnnAkuKIgYvY-mG8a0PD4tAA9K8X4Ro5CcNfFBC2Howyxrn7ihenIuC7BifXP-WaThlScEO5b_Fb7Ypg&__tn__=%2CO%2CP-R,https://twitter.com/laurahartmanwx/status/1306263773460738048,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Ringer,Spectrum News NC/Spectrum,9/1/20,2020,September,NC,CM,2019Rainfall,CM,,"2019Rainfall, 2019Rainfall_3inch",Kristie,0,0,0,0,2,Meltwater,,0,,0,,,,,,,2,2,0,,,,https://spectrumlocalnews.com/nc/triangle-sandhills/weather/2020/09/01/extreme-rainfall-is-occurring-more-frequently,https://www.newsbreak.com/news/2052080521613/extreme-rainfall-is-occurring-more-frequently,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Ringer,Spectrum News NC/Spectrum,9/3/20,2020,September,NC,CM,2020HeatStreaks,CM,,2020HeatStreaks,Lisa,0,0,0,0,0,,,0,,2,"12:12pm, 1:12pm",CR,Station,0,0,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
